0.0 0.0 5.212605513704854
0.0 0.0 5.2505650357574725
0.0 0.0 5.584268406724492
0.0 0.0 5.4430215216525495
0.0 0.0 5.023564651465232
0.0 0.0 5.275090727487549
0.0 0.0 5.293755546868053
0.0 0.0 5.85916922609581
0.0 0.0 5.216458437794952
0.0 0.0 5.032582474632113
0.0 0.0 5.309068171358525
0.0 0.0 5.709263586405545
0.0 0.0 5.023555425256088
0.0 0.0 5.206551638127093
0.0 0.0 5.0415321478714406
0.0 0.0 5.029341817334085
0.0 0.0 5.466257490655737
0.0 0.0 5.086176129861906
0.0 0.0 5.151516826265212
0.0 0.0 5.184284628147639
